index,chunk_num,text
2467,0,"This project helps students understand how servo motors work, how angles control motion, and how simple coding can automate mechanical movements in real life models."
2468,0,"This rope skipping machine uses a joystick module, a 360° servo motor, and a passive buzzer to create an automatic skipping system."
2469,0,The joystick works using I2C communication and provides 2 analog values X&Y ranging from zero to 1023 along with a digital button output in the neutral position.
2470,0,Both X&Y values are around 512.
2471,0,The 360° servo motor is connected to pin D13.
2472,0,And is controlled by changing its angle value.
2473,0,"When the servo angle is set to 90°, the motor stops rotating."
2474,0,"If the angle is less than 90°, the servo rotates in One Direction and if it is greater than 90° it rotates in the opposite direction."
2475,0,"By changing how far the value is from 90°, the speed of rotation can be increased or decreased."
2476,0,"In the program, the joystick values are continuously read inside a loop."
2477,0,"If the X axis value is greater than 512, the rope rotates in One Direction."
2478,0,"If it is less than 512, the rope rotates in the opposite direction."
2479,0,This allows the skipping direction and speed to be controlled smoothly using the joystick.
2480,0,"When the joystick button is pressed, the passive buzzer plays a sound giving audio feedback to the user."
2481,0,This.
2482,0,Characters to life by coding your own animations.
2483,0,"Make them jump, talk, fly, or anything else you can imagine."
2484,0,"To start, let's have our character say something."
2485,0,I'll have her say hello friends.
2486,0,Click the block to see what it does.
2487,0,Let's have this code run when we hit the green flag.
2488,0,You can also animate a character by switching costumes.
2489,0,I'll grab the next costume block.
2490,0,Let's add a play sound block.
2491,0,We can have the code run when we click the Sprite.
2492,0,I'll grab the when Sprite clicked block.
2493,0,Let's start to code another character.
2494,0,I'll select JP.
2495,0,"Once I've clicked on JP, I'll be adding code for JP."
2496,0,Maybe we can make JP grow and shrink.
2497,0,You can make a character get bigger by changing the size.
2498,0,And get smaller by typing a -Let's put this change size by 10 block in a repeat loop.
2499,0,This makes the character grow gradually.
2500,0,We can put the change size by -10 block in a repeat loop too.
2501,0,And I'll add a sound.
2502,0,Now let's also have this code run when we click this Sprite.
2503,0,Yeah.
2504,0,Click the green arrow for more ideas.
2505,0,What will you create?
2506,0,With Scratch you can animate an adventure game.
2507,0,I want Garnet to be my main character.
2508,0,You can pick any one you want and if you can't see your character.
2509,0,Click on their icon and you can make them show up or hide by clicking these buttons on and off.
2510,0,Click on the icon of your character and now you can program them to do things in Scratch.
2511,0,You drag out blocks of code from here to make programs here which will make things happen here on the stage.
2512,0,Now let's make our game.
2513,0,"As you watch, you can pause the video and try each step."
2514,0,First try going to the looks category and dragging out a save block to make your character say something.
2515,0,Now I want to make my character follow the mouse so that I can move her around the screen.
2516,0,"To do this, go to the motion category, drag out the block that says Glide 1 seconds to random position and choose mouse pointer from the menu."
2517,0,Attach this block under the say block and let's see what happens.
2518,0,Cool.
2519,0,She talked and then went to my mouse pointer.
2520,0,But we want our main character to always follow our mouse pointer.
2521,0,"To do this, try dragging out a loop from the control category."
2522,0,"When you put code in a loop, that code will happen over and over again."
2523,0,"Awesome, now we can move our character with the mouse pointer."
2524,0,You can put in a smaller number like .3 if you want your character to move faster.
2525,0,Let's attach this loop back under the save block and put a when green flag clicked block on top and now we can start the game by clicking the green flag.
2526,0,Now let's make our character collect items.
2527,0,Click on the icon of the item you want and now you can program the item.
2528,0,Make sure you click show to make your item show up.
2529,0,What should we make the item do?
2530,0,"I think that when Garnet catches the gem, I want it to play a sound and then go to a new random place to do this."
2531,0,Go to the control category and drag out a Wait until block.
2532,0,Go to the sensing category and grab the block that says Touching mouse pointer and choose your main character from the menu.
2533,0,"My main character is Garnet, so I'll choose Garnet, but if Finn was your main character, you'd choose Finn."
2534,0,And put that block inside the wait until block.
2535,0,Add a start sound block to make it play a sound and then add a go to random position block to make it go to a random place.
2536,0,And let's add a green flag block on top.
2537,0,There we go.
2538,0,"The gem waits until Garnet touches it, then plays a sound and goes to a new place."
2539,0,"But I want it to do this over and over again, so try dragging out another forever loop and putting the code inside."
2540,0,"Awesome, we've got a game going."
2541,0,"Finally, let's add a score."
2542,0,"To do this, go to the variables category and create a variable called score or whatever you want to call it."
2543,0,Try dragging out a change variable block and choosing score.
2544,0,"And if you put this code inside the loop, the score will increase every time your character catches the item."
2545,0,And let's reset the score to 0 when the game is restarted.
2546,0,Click the green arrow to see each step and to find out how to add more levels.
2547,0,You can use Scratch to make a chase game.
2548,0,"To start, let's pick a backdrop."
2549,0,Now let's pick a Sprite.
2550,0,I'll choose the octopus.
2551,0,Let's make it move when I press the arrow keys.
2552,0,"When I press the right arrow key, we can make it move right?"
2553,0,And left arrow to move left.
2554,0,Let's add a Sprite to chase.
2555,0,I'll choose this star.
2556,0,Let's make this bright move around randomly.
2557,0,Click the green arrow to see this code and to see what else you might add to your game.
2558,0,"You can use Scratch to tell a story, create a conversation, switch scenes, or do whatever else you can imagine to get started."
2559,0,Let's pick a background.
2560,0,I'll go with the Witch House now.
2561,0,Let's pick a Sprite.
2562,0,I'll pick the wizard.
2563,0,Let's have our character say something.
2564,0,I'll have my character say welcome to magic school.
2565,0,"I'd like to add another character, so I'll choose another Sprite."
2566,0,This time I'll pick the elf.
2567,0,"It looks like the elf isn't facing the wizard, so I'll change the way they're looking."
2568,0,Let's go to the costume tab and choose Flip Horizontal.
2569,0,So the costume is now flipped to face the wizard.
2570,0,Let's make a conversation.
2571,0,I'll add a save block to the elf Sprite.
2572,0,I'll make this character say I'm going on a quest.
2573,0,Let's click the green flag to see what happens.
2574,0,"They both speak at the same time, so let's go ahead and add a weight block before the elf speaks."
